520.0666, 132.1003, 96.43285
537.7355, 182.3021, 99.48596
-691.8795, 294.9721, 81.90764
-829.769, -842.9478, 18.61861
-922.4241, -837.6229, 14.66199
-871.9624, -909.3112, 14.95229
-765.6087, -669.326, 29.1042
-853.1002, -674.9406, 26.79764
-842.6001, -824.6219, 18.34669
-1055.249, -759.1925, 18.26103
-876.0687, -645.2438, 26.92395
-1073.772, -791.5655, 18.30537
-978.8345, -840.0424, 14.4377
-1107.718, -753.3297, 18.43785
-957.965, -683.887, 23.66559
-1038.292, -713.6271, 18.91005
-853.0472, -725.7549, 24.52722
-822.4348, -996.475, 12.4642
-796.0055, -1092.279, 9.869568
-789.3358, -1051.808, 11.25905
-785.738, -1138.737, 9.651764
-752.1345, -858.6577, 21.37135
-749.2271, -944.3099, 17.02214
-659.0012, -950.5284, 20.51857
-662.0955, -848.6078, 23.39429
-725.4539, -848.7087, 21.83859
-649.9131, -859.0254, 23.56015
-625.4519, -942.4586, 20.85242
-595.9004, -951.0878, 21.41547
-617.6309, -963.5968, 20.37323
-624.8732, -895.1276, 23.84793
-649.8872, -807.3414, 23.88583
-724.9697, -824.5779, 22.14304
-585.8062, -824.0369, 25.24861
-619.0229, -871.9705, 24.09906
-738.1532, -767.1802, 24.83443
-616.9397, -670.6608, 30.61722
-649.5051, -679.8441, 30.3587
-738.1941, -681.6698, 29.26105
-659.276, -646.8231, 30.61385
-721.8574, -645.3856, 29.39091
-536.1964, -678.2479, 32.22929
-459.9451, -670.4807, 31.24004
-554.8625, -676.0602, 32.23155
-519.5157, -646.3116, 32.20383
-511.9658, -857.8939, 29.23416
-478.4971, -825.3842, 29.42111
-524.4036, -756.6555, 30.99828
-524.9768, -825.0881, 29.18127
-502.0699, -908.198, 25.56096
-747.7756, -1127.211, 9.600525
-540.4247, -1187.548, 17.57664
-756.2037, -1167.333, 9.620712
-712.98, -1219.713, 9.621765
-687.7827, -1204.161, 9.601364
-577.5468, -1209.627, 16.14894
-633.504, -1019.709, 18.96558
-675.8254, -1072.215, 14.6752
-713.4988, -1095.824, 11.49237
-699.8721, -1057.658, 13.80968
-663.5391, -1024.878, 17.20813
333.97, 400.8188, 115.9504
197.7322, 434.9628, 118.0646
-503.1482, 723.4309, 155.6223
-583.0246, 685.4349, 146.598
-1413.187, 484.4848, 109.0227
-1258.089, 470.8416, 93.11461
-1249.207, 645.9921, 140.1417
-333.6871, 6212.353, 30.38223
-318.476, 6235.962, 30.63674
-277.7672, 6245.742, 30.40349
-275.9326, 6270.322, 30.44695
-419.0192, 6247.709, 29.73977
-388.7569, 6284.693, 28.50418
-365.4754, 6317.981, 28.72339
-285.9108, 6365.37, 29.65872
-287.8302, 6224.032, 30.51382
-329.6826, 6247.324, 30.6316
-241.3504, 6282.279, 30.42768
-233.9956, 6312.063, 30.46417
-215.0508, 6330.984, 30.49648
-187.0511, 6336.587, 30.42928
-179.0273, 6369.899, 30.47655
-127.4594, 6412.962, 30.42108
-137.7608, 6386.021, 30.5531
-19.3709, 6390.546, 30.4185
-51.8656, 6343.232, 30.3467
-70.02231, 6287.55, 30.49126
-101.5603, 6296.367, 30.49594
-129.5249, 6233.463, 30.35857
-170.7844, 6228.194, 30.37387
-237.0871, 6392.406, 30.1644
-161.1042, 6354.646, 30.5152
-145.7553, 6321.542, 30.61208
-184.894, 6174.258, 30.49064
-226.1844, 6166.371, 30.3001
-234.6306, 6124.489, 30.42771
-244.7378, 6145.672, 30.33011
-238.1924, 6173.322, 30.47832
-416.9017, 5987.471, 30.58865
-400.9677, 6038.371, 30.51275
-424.7747, 6120.897, 30.58536
-345.9277, 6176.03, 30.36089
-361.5613, 6185.09, 30.40445
-301.8925, 6089.228, 30.40079
-261.0872, 6097.869, 30.38885
-335.6018, 6055.203, 30.23943
-349.2255, 6007.716, 30.23636
-402.8713, 6195.223, 30.50311
-270.9688, 6188.29, 30.41868
-107.5828, 6436.527, 30.4282
-67.98683, 6455.025, 30.43172
-43.53084, 6481.812, 30.48961
-42.24387, 6506.336, 30.48405
-3.733185, 6540.262, 30.4374
-10.54083, 6510.727, 30.56669
